frs_id,facility_name,facility_name_2,facility_name_3,total_releases_on-off-site_lbs,radius,total_persons,land_area,water_area,pop_density,minority_pop,households,housing_units,households_public_assistance,persons_below_poverty_level,white_pop,pct_wh,african_american_pop,pct_aa,hispanic_origin_pop,pct_hi,asian_pacific_islander_pop,pct_api,american_indian_pop,pct_ai,multiracial_pop,pct_mr,child_5_0_pop,minors_17_0_pop,adults_18_plus_pop,seniors_65_plus_pop,less_than_9th_grade_pop,grades_9_12_pop,high_school_diploma_pop,some_college_pop,bs_ba_more_pop,income_less_15k_house,pct_less_15k,income_15k_25k_house,pct_15k_25k,income_25k_50k_house,pct_25k_50k,income_50k_75k_house,pct_50k_75k,income_greater_75k_house,pct_greater_75k,acs_pop,city_name,county_name,state,tri_facility_id,latitude,longitude,latitude_2,longitude_2
110000464006,PREMCOR REFINING GROUP INC PORT ARTHUR,PREMCOR REFINING GROUP INC PORT ARTHUR,"PREMCOR REFINING GROUP INC PORT ARTHUR.1801 S GULFWAY DR, PORT ARTHUR TEXAS 77640 (JEFFERSON)",648982.59,3,9925,21.2462,6.7518,467.13,9533,4034,4962,78,5675,627,0.0632,8800,0.8866,638,0.0643,33,0.0033,21,0.0021,444,0.0447,715,2504,7421,1779,485,1037,2736,2458,481,1311,0.325,546,0.1353,1324,0.3282,536,0.1329,516,0.1279,10374,PORT ARTHUR,JEFFERSON,TX,77640CLRKR1801S,29.868333,-93.968333,29.868,-93.968
110000464006,PREMCOR REFINING GROUP INC PORT ARTHUR,PREMCOR REFINING GROUP INC PORT ARTHUR,"PREMCOR REFINING GROUP INC PORT ARTHUR.1801 S GULFWAY DR, PORT ARTHUR TEXAS 77640 (JEFFERSON)",648982.59,1,1225,2.7381,0.3708,447.54,1219,489,546,17,799,21,0.0171,1192,0.9731,21,0.0171,0,0,2,0.0016,11,0.009,160,485,740,107,32,89,186,259,25,197,0.4029,81,0.1656,118,0.2413,10,0.0204,19,0.0389,1094,PORT ARTHUR,JEFFERSON,TX,77640CLRKR1801S,29.868333,-93.968333,29.868,-93.968
110000464006,PREMCOR REFINING GROUP INC PORT ARTHUR,PREMCOR REFINING GROUP INC PORT ARTHUR,"PREMCOR REFINING GROUP INC PORT ARTHUR.1801 S GULFWAY DR, PORT ARTHUR TEXAS 77640 (JEFFERSON)",648982.59,5,38179,50.4669,25.2618,756.51,31152,13889,16348,268,20249,12318,0.3226,17330,0.4539,11856,0.3105,1716,0.0449,294,0.0077,6521,0.1708,2960,10349,27830,5118,2869,3615,8425,7291,1900,3517,0.2532,2063,0.1485,4258,0.3066,2180,0.157,2158,0.1554,37809,PORT ARTHUR,JEFFERSON,TX,77640CLRKR1801S,29.868333,-93.968333,29.868,-93.968
110000464024,MOTIVA-PORT ARTHUR REFINERY,MOTIVA-PORT ARTHUR REFINERY,"MOTIVA-PORT ARTHUR REFINERY.2555 SAVANNAH AVE, PORT ARTHUR TEXAS 77640 (JEFFERSON)",1389022.6,3,22289,22.9761,5.7845,970.09,20127,8210,9862,148,12021,4585,0.2057,13360,0.5994,5760,0.2584,859,0.0385,171,0.0077,3314,0.1487,1724,6076,16213,3084,1551,2239,5035,4377,854,2210,0.2692,1248,0.152,2602,0.3169,1162,0.1415,1155,0.1407,21810,PORT ARTHUR,JEFFERSON,TX,77640TXCRFNORTH,29.883333,-93.958333,29.883,-93.958
110000464024,MOTIVA-PORT ARTHUR REFINERY,MOTIVA-PORT ARTHUR REFINERY,"MOTIVA-PORT ARTHUR REFINERY.2555 SAVANNAH AVE, PORT ARTHUR TEXAS 77640 (JEFFERSON)",1389022.6,1,1658,2.6301,0.5325,630.47,1633,691,846,15,787,51,0.0308,1541,0.9294,81,0.0489,2,0.0012,2,0.0012,62,0.0374,122,412,1246,293,69,128,404,259,137,200,0.2894,109,0.1577,148,0.2142,70,0.1013,88,0.1274,1459,PORT ARTHUR,JEFFERSON,TX,77640TXCRFNORTH,29.883333,-93.958333,29.883,-93.958
110000464140,LNVA-NORTH REGIONAL TREATMENT PLANT,LNVA-NORTH REGIONAL TREATMENT PLANT,"LNVA-NORTH REGIONAL TREATMENT PLANT.2655 GULF STATES RD, BEAUMONT TEXAS 77701 (JEFFERSON)",424180,1,0,2.3205,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEAUMONT,JEFFERSON,TX,77704NCHSRGULFS,30.064102,-94.060734,30.064,-94.061
110000464140,LNVA-NORTH REGIONAL TREATMENT PLANT,LNVA-NORTH REGIONAL TREATMENT PLANT,"LNVA-NORTH REGIONAL TREATMENT PLANT.2655 GULF STATES RD, BEAUMONT TEXAS 77701 (JEFFERSON)",424180,3,23443,22.5119,5.56,1041.34,20440,7973,9116,176,13744,4669,0.1992,14088,0.6009,5117,0.2183,947,0.0404,224,0.0096,3515,0.1499,1574,5738,17705,2170,1618,2104,4485,3193,1004,2222,0.2787,1496,0.1876,2245,0.2816,1001,0.1255,728,0.0913,21239,BEAUMONT,JEFFERSON,TX,77704NCHSRGULFS,30.064102,-94.060734,30.064,-94.061
110000464462,VALERO THREE RIVERS REFINERY,VALERO THREE RIVERS REFINERY,"VALERO THREE RIVERS REFINERY.301 LEROY ST, THREE RIVERS TEXAS 78071 (LIVE OAK)",423965.6,3,2284,28.5803,0.0273,79.93,1072,874,1050,17,676,2079,0.9102,12,0.0053,1041,0.4558,8,0.0035,17,0.0074,168,0.0736,160,609,1675,415,224,242,538,472,149,100,0.1144,77,0.0881,170,0.1945,154,0.1762,153,0.1751,1869,THREE RIVERS,LIVE OAK,TX,78071DMNDS301LE,28.456667,-98.190277,28.457,-98.19
110000464462,VALERO THREE RIVERS REFINERY,VALERO THREE RIVERS REFINERY,"VALERO THREE RIVERS REFINERY.301 LEROY ST, THREE RIVERS TEXAS 78071 (LIVE OAK)",423965.6,1,726,2.9014,0.0184,250.36,445,287,359,7,219,649,0.8939,9,0.0124,435,0.5992,2,0.0028,7,0.0096,60,0.0826,61,212,514,105,85,76,184,154,22,33,0.115,21,0.0732,59,0.2056,35,0.122,33,0.115,527,THREE RIVERS,LIVE OAK,TX,78071DMNDS301LE,28.456667,-98.190277,28.457,-98.19
110000464462,VALERO THREE RIVERS REFINERY,VALERO THREE RIVERS REFINERY,"VALERO THREE RIVERS REFINERY.301 LEROY ST, THREE RIVERS TEXAS 78071 (LIVE OAK)",423965.6,5,2695,76.5616,2.6699,35.2,1217,1037,1241,17,736,2459,0.9124,12,0.0045,1180,0.4378,9,0.0033,23,0.0085,192,0.0712,177,715,1980,486,254,288,651,571,198,110,0.1061,86,0.0829,192,0.1851,185,0.1784,189,0.1823,2172,THREE RIVERS,LIVE OAK,TX,78071DMNDS301LE,28.456667,-98.190277,28.457,-98.19
110000464854,CALUMET SAN ANTONIO REFINING LLC,CALUMET SAN ANTONIO REFINING LLC,"CALUMET SAN ANTONIO REFINING LLC.7811 S PRESA ST, SAN ANTONIO TEXAS 78223 (BEXAR)",16935,3,82702,27.8074,0.1725,2974.1,71611,28074,30720,930,44893,61120,0.739,2949,0.0357,68391,0.827,354,0.0043,775,0.0094,17505,0.2117,6895,23921,58781,9141,7505,8837,17761,12201,3793,5419,0.193,4575,0.163,9218,0.3283,4871,0.1735,3240,0.1154,82384,SAN ANTONIO,BEXAR,TX,78223HWLLH7811S,29.3476,-98.4603,29.348,-98.46
110000464854,CALUMET SAN ANTONIO REFINING LLC,CALUMET SAN ANTONIO REFINING LLC,"CALUMET SAN ANTONIO REFINING LLC.7811 S PRESA ST, SAN ANTONIO TEXAS 78223 (BEXAR)",16935,1,2536,3.0661,0.0566,826.93,1960,933,1045,22,1815,1794,0.7074,311,0.1226,1613,0.636,27,0.0106,16,0.0063,388,0.153,156,491,2044,269,318,493,595,502,182,168,0.1801,277,0.2969,321,0.3441,91,0.0975,38,0.0407,2781,SAN ANTONIO,BEXAR,TX,78223HWLLH7811S,29.3476,-98.4603,29.348,-98.46
110000464854,CALUMET SAN ANTONIO REFINING LLC,CALUMET SAN ANTONIO REFINING LLC,"CALUMET SAN ANTONIO REFINING LLC.7811 S PRESA ST, SAN ANTONIO TEXAS 78223 (BEXAR)",16935,5,197226,76.717,1.528,2570.82,177037,65091,72098,2418,107857,140565,0.7127,10906,0.0553,165570,0.8395,726,0.0037,2129,0.0108,42900,0.2175,16389,57258,139968,22928,21004,20635,40580,28989,8845,13363,0.2053,11291,0.1735,20782,0.3193,10551,0.1621,8045,0.1236,193792,SAN ANTONIO,BEXAR,TX,78223HWLLH7811S,29.3476,-98.4603,29.348,-98.46
110000465041,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,"CITGO REFINING & CHEMICALS CO LP-WEST PLANT.7350 INTERSTATE HWY 37, CORPUS CHRISTI TEXAS 78409 (NUECES)",67515,3,7086,22.9582,4.7139,308.64,5394,2405,2756,17,3859,5404,0.7626,310,0.0437,5027,0.7094,31,0.0044,36,0.0051,1305,0.1842,575,1932,5154,760,741,879,1455,781,224,498,0.2071,408,0.1696,673,0.2798,351,0.1459,203,0.0844,6433,CORPUS CHRISTI,NUECES,TX,78409CHMPL7350I,27.8103,-97.49828,27.81,-97.498
110000465041,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,"CITGO REFINING & CHEMICALS CO LP-WEST PLANT.7350 INTERSTATE HWY 37, CORPUS CHRISTI TEXAS 78409 (NUECES)",67515,1,45,3.0328,0.1146,14.9,30,14,16,0,24,41,0.9111,4,0.0889,27,0.6,0,0,0,0,1,0.0222,1,14,32,1,6,8,7,6,1,3,0.2143,2,0.1429,5,0.3571,2,0.1429,1,0.0714,43,CORPUS CHRISTI,NUECES,TX,78409CHMPL7350I,27.8103,-97.49828,27.81,-97.498
110000465041,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,"CITGO REFINING & CHEMICALS CO LP-WEST PLANT.7350 INTERSTATE HWY 37, CORPUS CHRISTI TEXAS 78409 (NUECES)",67515,5,32728,60.7487,16.9182,538.75,27308,10769,12072,125,18590,24970,0.763,1767,0.054,25400,0.7761,94,0.0029,201,0.0061,5696,0.174,2503,9113,23616,3895,3385,4087,6608,4377,1185,2056,0.1909,1997,0.1854,3190,0.2962,1503,0.1396,1300,0.1207,30628,CORPUS CHRISTI,NUECES,TX,78409CHMPL7350I,27.8103,-97.49828,27.81,-97.498
110000465103,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,"VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT.5900 UP RIVER RD, CORPUS CHRISTI TEXAS 78407 (NUECES)",2340437.84,3,8566,19.3063,7.806,443.68,6717,2925,3331,21,5266,6469,0.7552,409,0.0477,6240,0.7285,37,0.0043,48,0.0056,1603,0.1871,680,2300,6266,987,908,1027,1762,909,227,689,0.2356,642,0.2195,733,0.2506,397,0.1357,198,0.0677,7904,CORPUS CHRISTI,NUECES,TX,78469VLRRF5900U,27.81775,-97.482552,27.818,-97.483
110000465103,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,"VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT.5900 UP RIVER RD, CORPUS CHRISTI TEXAS 78407 (NUECES)",2340437.84,1,618,2.4221,0.3829,255.07,493,220,233,0,381,444,0.7184,55,0.089,432,0.699,1,0.0016,2,0.0032,116,0.1877,71,181,437,101,60,74,154,64,63,45,0.2045,53,0.2409,60,0.2727,19,0.0864,29,0.1318,607,CORPUS CHRISTI,NUECES,TX,78469VLRRF5900U,27.81775,-97.482552,27.818,-97.483
110000465103,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,"VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT.5900 UP RIVER RD, CORPUS CHRISTI TEXAS 78407 (NUECES)",2340437.84,5,41937,57.2909,21.0944,732,36881,13902,15766,302,24376,30798,0.7344,3112,0.0742,33664,0.8027,100,0.0024,292,0.007,7636,0.1821,3383,11737,30200,5157,5069,5110,8143,4884,1240,3683,0.2649,2567,0.1846,3808,0.2739,1718,0.1236,1219,0.0877,38210,CORPUS CHRISTI,NUECES,TX,78469VLRRF5900U,27.81775,-97.482552,27.818,-97.483
110000465719,DIAMOND SHAMROCK REFINING CO LP,DIAMOND SHAMROCK REFINING CO LP,"DIAMOND SHAMROCK REFINING CO LP.6701 FM 119, SUNRAY TEXAS 79086 (MOORE)",1505561.92,3,25,28.5461,0.0256,0.89,5,8,9,0,3,25,1,0,0,5,0.2,0,0,0,0,1,0.04,0,10,16,1,1,1,5,5,4,0,0,1,0.125,2,0.25,2,0.25,4,0.5,25,SUNRAY,MOORE,TX,79086DMNDSSTARR,35.951944,-101.873889,35.952,-101.874
110000465719,DIAMOND SHAMROCK REFINING CO LP,VALERO PARTNERS MCKEE,"VALERO PARTNERS MCKEE.6701 FM 119, SUNRAY TEXAS 79086 (MOORE)",20747.2,3,25,28.5461,0.0256,0.89,5,8,9,0,3,25,1,0,0,5,0.2,0,0,0,0,1,0.04,0,10,16,1,1,1,5,5,4,0,0,1,0.125,2,0.25,2,0.25,4,0.5,25,SUNRAY,MOORE,TX,7908WVLRPR671FM,35.951944,-101.873889,35.952,-101.874
110000465719,DIAMOND SHAMROCK REFINING CO LP,DIAMOND SHAMROCK REFINING CO LP,"DIAMOND SHAMROCK REFINING CO LP.6701 FM 119, SUNRAY TEXAS 79086 (MOORE)",1505561.92,1,3,3.2971,0.0053,0.79,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,SUNRAY,MOORE,TX,79086DMNDSSTARR,35.951944,-101.873889,35.952,-101.874
110000465719,DIAMOND SHAMROCK REFINING CO LP,VALERO PARTNERS MCKEE,"VALERO PARTNERS MCKEE.6701 FM 119, SUNRAY TEXAS 79086 (MOORE)",20747.2,1,3,3.2971,0.0053,0.79,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,SUNRAY,MOORE,TX,7908WVLRPR671FM,35.951944,-101.873889,35.952,-101.874
110000465719,DIAMOND SHAMROCK REFINING CO LP,DIAMOND SHAMROCK REFINING CO LP,"DIAMOND SHAMROCK REFINING CO LP.6701 FM 119, SUNRAY TEXAS 79086 (MOORE)",1505561.92,5,367,77.9314,0.071,4.71,117,130,143,0,113,316,0.861,1,0.0027,111,0.3025,0,0,7,0.0191,42,0.1144,25,118,249,42,30,34,77,77,41,8,0.0615,17,0.1308,34,0.2615,25,0.1923,44,0.3385,374,SUNRAY,MOORE,TX,79086DMNDSSTARR,35.951944,-101.873889,35.952,-101.874
110000465719,DIAMOND SHAMROCK REFINING CO LP,VALERO PARTNERS MCKEE,"VALERO PARTNERS MCKEE.6701 FM 119, SUNRAY TEXAS 79086 (MOORE)",20747.2,5,367,77.9314,0.071,4.71,117,130,143,0,113,316,0.861,1,0.0027,111,0.3025,0,0,7,0.0191,42,0.1144,25,118,249,42,30,34,77,77,41,8,0.0615,17,0.1308,34,0.2615,25,0.1923,44,0.3385,374,SUNRAY,MOORE,TX,7908WVLRPR671FM,35.951944,-101.873889,35.952,-101.874
110000468048,HOLLYFRONTIER CHEYENNE REFINING LLC,HOLLYFRONTIER CHEYENNE REFINING LLC,"HOLLYFRONTIER CHEYENNE REFINING LLC.2700 E. 5TH STREET, CHEYENNE WYOMING 82007 (LARAMIE)",195127.5,3,53626,29.4134,0.1442,1823.19,12658,22970,24739,292,16746,46068,0.8591,1650,0.0308,8891,0.1658,669,0.0125,634,0.0118,4605,0.0859,4150,12916,40711,6718,1081,2334,10957,13667,6486,2695,0.1173,2768,0.1205,6602,0.2874,4455,0.1939,5444,0.237,52328,CHEYENNE,LARAMIE,WY,82007FRNTR2700E,41.128381,-104.787925,41.128,-104.788
110000468048,HOLLYFRONTIER CHEYENNE REFINING LLC,HOLLYFRONTIER CHEYENNE REFINING LLC,"HOLLYFRONTIER CHEYENNE REFINING LLC.2700 E. 5TH STREET, CHEYENNE WYOMING 82007 (LARAMIE)",195127.5,1,7072,3.1547,3.0E-4,2241.58,1948,3012,3233,38,2289,6022,0.8515,172,0.0243,1515,0.2142,59,0.0083,111,0.0157,709,0.1003,573,1684,5388,946,198,326,1497,1797,584,418,0.1388,397,0.1318,906,0.3008,642,0.2131,462,0.1534,6571,CHEYENNE,LARAMIE,WY,82007FRNTR2700E,41.128381,-104.787925,41.128,-104.788
110000468093,SINCLAIR WYOMING REFINING CO,SINCLAIR WYOMING REFINING CO,"SINCLAIR WYOMING REFINING CO.100 E LINCOLN AVE, SINCLAIR WYOMING 82334 (CARBON)",166381.8,3,444,27.5032,0.6219,16.14,36,174,203,0,37,418,0.9414,0,0,29,0.0653,2,0.0045,3,0.0068,21,0.0473,26,110,334,54,1,6,107,157,38,6,0.0345,7,0.0402,31,0.1782,27,0.1552,110,0.6322,469,SINCLAIR,CARBON,WY,82334SNCLREASTL,41.77899,-107.104,41.779,-107.104
110000468093,SINCLAIR WYOMING REFINING CO,SINCLAIR WYOMING REFINING CO,"SINCLAIR WYOMING REFINING CO.100 E LINCOLN AVE, SINCLAIR WYOMING 82334 (CARBON)",166381.8,1,433,3.3334,0.0977,129.96,35,170,198,0,36,408,0.9423,0,0,28,0.0647,2,0.0046,3,0.0069,20,0.0462,26,108,325,54,1,6,102,154,38,6,0.0353,7,0.0412,31,0.1824,26,0.1529,110,0.6471,463,SINCLAIR,CARBON,WY,82334SNCLREASTL,41.77899,-107.104,41.779,-107.104
110000468226,WYOMING REFINING CO,WYOMING REFINING CO,"WYOMING REFINING CO.10 STAMPEDE ST, NEWCASTLE WYOMING 82701 (WESTON)",13543.6,1,2329,3.1293,0,744.09,122,1060,1251,10,595,2233,0.9588,4,0.0017,49,0.021,4,0.0017,27,0.0116,61,0.0262,147,541,1788,412,31,118,694,501,279,115,0.1085,62,0.0585,313,0.2953,261,0.2462,317,0.2991,2470,NEWCASTLE,WESTON,WY,82701WYMNG740WE,43.85126,-104.21486,43.851,-104.215
110000468226,WYOMING REFINING CO,WYOMING REFINING CO,"WYOMING REFINING CO.10 STAMPEDE ST, NEWCASTLE WYOMING 82701 (WESTON)",13543.6,3,4131,28.1791,0.0412,146.58,322,1690,1939,23,1038,3898,0.9436,16,0.0039,160,0.0387,14,0.0034,63,0.0153,140,0.0339,253,915,3216,651,48,201,1207,943,524,221,0.1308,97,0.0574,563,0.3331,450,0.2663,564,0.3337,4254,NEWCASTLE,WESTON,WY,82701WYMNG740WE,43.85126,-104.21486,43.851,-104.215
110000468921,BIG WEST OIL LLC,BIG WEST OIL LLC,"BIG WEST OIL LLC.333 W CENTER ST, NORTH SALT LAKE UTAH 84054 (DAVIS)",83337,3,42092,27.8867,0.1125,1509.39,9285,13156,13752,210,9314,35376,0.8404,563,0.0134,5892,0.14,1860,0.0442,260,0.0062,4033,0.0958,4627,13977,28115,3403,388,1300,4745,8229,7823,874,0.0664,845,0.0642,2797,0.2126,2684,0.204,5228,0.3974,38636,NORTH SALT LAKE,DAVIS,UT,84054BGWST333WE,40.838386,-111.921443,40.838,-111.921
110000468921,BIG WEST OIL LLC,BIG WEST OIL LLC,"BIG WEST OIL LLC.333 W CENTER ST, NORTH SALT LAKE UTAH 84054 (DAVIS)",83337,1,3426,3.105,0.0117,1103.49,774,1250,1368,20,1493,2872,0.8383,41,0.012,489,0.1427,181,0.0528,27,0.0079,306,0.0893,411,976,2450,249,41,138,636,800,616,135,0.108,139,0.1112,308,0.2464,283,0.2264,434,0.3472,4053,NORTH SALT LAKE,DAVIS,UT,84054BGWST333WE,40.838386,-111.921443,40.838,-111.921
110000468921,BIG WEST OIL LLC,BIG WEST OIL LLC,"BIG WEST OIL LLC.333 W CENTER ST, NORTH SALT LAKE UTAH 84054 (DAVIS)",83337,5,116516,71.995,7.4848,1618.39,32517,39672,42300,696,32729,93276,0.8005,2364,0.0203,22184,0.1904,5392,0.0463,912,0.0078,14572,0.1251,10867,34263,82253,12587,3051,4375,14414,22236,22766,3753,0.0946,3409,0.0859,10016,0.2525,7904,0.1992,13209,0.333,110606,NORTH SALT LAKE,DAVIS,UT,84054BGWST333WE,40.838386,-111.921443,40.838,-111.921
110000469136,HOLLYFRONTIER WOODS CROSS REFINING LLC,HOLLYFRONTIER WOODS CROSS REFINING LLC,"HOLLYFRONTIER WOODS CROSS REFINING LLC.393 S 800 W, WOODS CROSS UTAH 84087 (DAVIS)",200557.7,3,69089,27.2975,0.8751,2530.97,8193,23224,24262,301,12555,63104,0.9134,431,0.0062,4601,0.0666,1713,0.0248,343,0.005,3498,0.0506,6692,20765,48324,8895,410,1641,8082,15311,14469,1471,0.0633,1373,0.0591,5104,0.2198,5367,0.2311,8861,0.3815,65901,WOODS CROSS,DAVIS,UT,84087PHLLP393SO,40.886022,-111.904759,40.886,-111.905
110000469136,HOLLYFRONTIER WOODS CROSS REFINING LLC,HOLLYFRONTIER WOODS CROSS REFINING LLC,"HOLLYFRONTIER WOODS CROSS REFINING LLC.393 S 800 W, WOODS CROSS UTAH 84087 (DAVIS)",200557.7,1,7497,3.1466,0.0032,2382.46,1007,2507,2607,53,1817,6793,0.9061,59,0.0079,552,0.0736,171,0.0228,38,0.0051,437,0.0583,750,2366,5131,661,79,237,1193,1654,934,189,0.0754,183,0.073,618,0.2465,656,0.2617,733,0.2924,7434,WOODS CROSS,DAVIS,UT,84087PHLLP393SO,40.886022,-111.904759,40.886,-111.905
110000469243,TESORO REFINING & MARKETING CO LLC,TESORO REFINING & MARKETING CO LLC,"TESORO REFINING & MARKETING CO LLC.474 W 900 N, SALT LAKE CITY UTAH 84103 (SALT LAKE)",199735,3,88223,28.6463,0.0281,3079.74,39568,35380,38942,888,39644,60305,0.6836,3183,0.0361,27792,0.315,6089,0.069,1321,0.015,17324,0.1964,6949,20783,67440,7954,4557,4884,10981,14925,16715,6155,0.174,4781,0.1351,11076,0.3131,5329,0.1506,7089,0.2004,83632,SALT LAKE CITY,SALT LAKE,UT,84103MCLCM474WE,40.7898,-111.90441,40.789,-111.904
110000469243,TESORO REFINING & MARKETING CO LLC,TESORO REFINING & MARKETING CO LLC,"TESORO REFINING & MARKETING CO LLC.474 W 900 N, SALT LAKE CITY UTAH 84103 (SALT LAKE)",199735,1,9555,3.1126,0,3069.9,4440,3656,4007,140,5025,6508,0.6811,438,0.0458,3223,0.3373,527,0.0552,134,0.014,1948,0.2039,879,2452,7104,687,857,462,1122,1681,1472,582,0.1592,507,0.1387,1205,0.3296,534,0.1461,630,0.1723,9503,SALT LAKE CITY,SALT LAKE,UT,84103MCLCM474WE,40.7898,-111.90441,40.789,-111.904
110000469485,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,"CHEVRON PRODUCTS CO - SALT LAKE REFINERY.2351 NORTH 1100 WEST, SALT LAKE CITY UTAH 84116 (SALT LAKE)",218041.63,3,44725,28.3856,0.1025,1575.62,16913,13939,14606,246,13037,32737,0.732,1156,0.0258,11985,0.268,2750,0.0615,433,0.0097,7649,0.171,4821,14667,30058,3394,1498,1949,5855,7640,7040,1012,0.0726,1159,0.0831,3729,0.2675,2691,0.1931,4689,0.3364,41212,SALT LAKE CITY,SALT LAKE,UT,84116CHVRN2351N,40.8249,-111.9238,40.825,-111.924
110000469485,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,"CHEVRON PRODUCTS CO - SALT LAKE REFINERY.2351 NORTH 1100 WEST, SALT LAKE CITY UTAH 84116 (SALT LAKE)",218041.63,1,456,3.1875,0.0335,143.06,110,178,222,2,193,373,0.818,11,0.0241,71,0.1557,23,0.0504,5,0.011,44,0.0965,47,111,345,40,4,14,69,104,94,19,0.1067,19,0.1067,34,0.191,27,0.1517,62,0.3483,521,SALT LAKE CITY,SALT LAKE,UT,84116CHVRN2351N,40.8249,-111.9238,40.825,-111.924
110000469485,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,"CHEVRON PRODUCTS CO - SALT LAKE REFINERY.2351 NORTH 1100 WEST, SALT LAKE CITY UTAH 84116 (SALT LAKE)",218041.63,5,127385,73.106,3.8008,1742.48,42125,46141,49803,914,43252,97709,0.767,3161,0.0248,29011,0.2277,6809,0.0535,1288,0.0101,18418,0.1446,11567,35063,92323,12499,4223,5578,15394,23155,24862,5687,0.1233,4823,0.1045,12508,0.2711,8118,0.1759,13321,0.2887,120482,SALT LAKE CITY,SALT LAKE,UT,84116CHVRN2351N,40.8249,-111.9238,40.825,-111.924
110000472630,HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,"HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY.501 E MAIN ST, ARTESIA NEW MEXICO 88210 (EDDY)",201387.3,1,3318,3.1328,0.0029,1059.15,2553,1227,1383,91,1878,2154,0.6492,60,0.0181,2440,0.7354,10,0.003,59,0.0178,1034,0.3116,295,976,2343,394,490,395,635,467,143,239,0.1948,240,0.1956,245,0.1997,159,0.1296,224,0.1826,3284,ARTESIA,EDDY,NM,88210NVJRF501EA,32.848593,-104.394383,32.849,-104.394
110000472630,HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,"HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY.501 E MAIN ST, ARTESIA NEW MEXICO 88210 (EDDY)",201387.3,3,13522,28.1837,0.0834,479.78,7257,4954,5468,131,4792,10097,0.7467,149,0.011,6815,0.504,52,0.0038,263,0.0194,2962,0.2191,1043,3644,9878,1704,877,1235,2376,2360,998,673,0.1358,589,0.1189,1115,0.2251,646,0.1304,1427,0.2881,12204,ARTESIA,EDDY,NM,88210NVJRF501EA,32.848593,-104.394383,32.849,-104.394
110000474353,DEMENNO/KERDOON INC,DEMENNOKERDOON DBA WORLD OIL RECYCLING,"DEMENNOKERDOON DBA WORLD OIL RECYCLING.2000 NORTH ALAMEDA STREET, COMPTON CALIFORNIA 90222 (LOS ANGELES)",87.74,3,350338,27.96,0.3124,12529.99,344559,80850,85683,7408,188995,113886,0.3251,75966,0.2168,264355,0.7546,3690,0.0105,2672,0.0076,154125,0.4399,32459,117783,232555,22544,52003,32558,49586,38559,11362,13549,0.1676,11540,0.1427,24363,0.3013,16301,0.2016,17032,0.2107,338622,COMPTON,LOS ANGELES,CA,90222DMNNK2000N,33.91003,-118.22107,33.91,-118.222
110000474353,DEMENNO/KERDOON INC,DEMENNOKERDOON DBA WORLD OIL RECYCLING,"DEMENNOKERDOON DBA WORLD OIL RECYCLING.2000 NORTH ALAMEDA STREET, COMPTON CALIFORNIA 90222 (LOS ANGELES)",87.74,1,51984,3.1282,0,16617.95,51497,11254,12047,1219,31594,17532,0.3373,9176,0.1765,42056,0.809,315,0.0061,413,0.0079,24548,0.4722,5396,18591,33393,2646,8042,5118,6885,4782,877,2162,0.1921,1841,0.1636,3266,0.2902,2303,0.2046,1909,0.1696,50000,COMPTON,LOS ANGELES,CA,90222DMNNK2000N,33.91003,-118.22107,33.91,-118.222
