frs_id, RADIUS_OF_AREA, CENTER_LATITUDE, CENTER_LONGITUDE, TOTAL_PERSONS, LAND_AREA, WATER_AREA, POPULATION_DENSITY, MINORITY_POPULATION, HOUSEHOLDS, HOUSING_UNITS, HOUSEHOLDS_PUBLIC_ASSISTANCE, PERSONS_BELOW_POVERTY_LEVEL, WHITE_POPULATION,pct_wh, AFRICAN_AMERICAN_POPULATION,pct_aa, HISPANIC_ORIGIN_POPULATION,pct_hi, ASIAN_PACIFIC_ISLANDER_POP,pct_api, AMERICAN_INDIAN_POPULATION,pct_ai, OTHER_MULTIRACIAL_POPULATION,pct_mr, CHILD_5_0_POPULATION, MINORS_17_0_POPULATION, ADULTS_18_PLUS_POPULATION, SENIORS_65_PLUS_POPULATION, LESS_THAN_9TH_GRADE_POPULATION, GRADES_9_12_POPULATION, HIGH_SCHOOL_DIPLOMA_POPULATION, SOME_COLLEGE_POPULATION, BS_BA_OR_MORE_POPULATION, INCOME_LESS_15K_HSHLDS,pct_less_15k, INCOME_15K_25K_HSHLDS,pct_15k_25k, INCOME_25K_50K_HSHLDS,pct_25k_50k, INCOME_50K_75K_HSHLDS,pct_50k_75k, INCOME_GREATER_75K_HSHLDS,pct_greater_75k, ACS_POPULATION
110000307864,3,17.7102,-64.7544,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
110000307864,5,17.7102,-64.7544,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
110000307864,1,17.7102,-64.7544,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
110000316104,3,41.38555,-72.50882,4827,27.6694,0.6057,174.44,281,2064,2287,75,404,4625,0.9582,71,0.0147,102,0.0211,52,0.0108,10,0.0021,70,0.0145,172,974,3853,1082,36,321,909,862,1243,40,0.0194,118,0.0572,404,0.1957,398,0.1928,930,0.4506,4473
110000316104,1,41.38555,-72.50882,608,3.0976,0.0129,196.28,35,333,395,1,46,583,0.9589,14,0.0230,11,0.0181,6,0.0099,1,0.0016,5,0.0082,14,79,529,242,0,20,96,83,179,9,0.0270,4,0.0120,35,0.1051,49,0.1471,118,0.3544,483
110000321189,3,39.840932,-75.226205,21685,22.6398,5.7239,957.84,5156,8731,9537,375,4920,17050,0.7863,3359,0.1549,1044,0.0481,387,0.0178,42,0.0019,849,0.0392,1349,4906,16779,3321,447,1409,6039,3462,3603,923,0.1057,683,0.0782,1759,0.2015,1757,0.2012,3401,0.3895,21138
110000321189,1,39.840932,-75.226205,2745,2.5084,0.5668,1094.33,654,1095,1172,127,632,2160,0.7869,420,0.1530,159,0.0579,20,0.0073,12,0.0044,133,0.0485,188,639,2106,421,64,212,1059,451,388,120,0.1096,126,0.1151,231,0.2110,307,0.2804,421,0.3845,3192
110000321189,5,39.840932,-75.226205,103003,66.7232,11.7704,1543.74,30972,40717,43551,1198,24969,74130,0.7197,22976,0.2231,4312,0.0419,2186,0.0212,198,0.0019,3513,0.0341,6496,23717,79287,14357,2261,6234,28183,19220,14822,4318,0.1060,3378,0.0830,8759,0.2151,7918,0.1945,15625,0.3837,102156
110000329190,3,40.69746,-80.27204,32383,26.4311,1.6929,1225.17,2786,13859,15172,464,9872,29842,0.9215,1542,0.0476,411,0.0127,157,0.0048,27,0.0008,815,0.0252,1744,6625,25757,6301,796,1989,9817,6591,4332,2493,0.1799,1675,0.1209,4021,0.2901,2761,0.1992,3111,0.2245,31983
110000329190,1,40.69746,-80.27204,6977,2.5965,0.5168,2687.07,857,3105,3514,154,2428,6163,0.8833,537,0.0770,101,0.0145,19,0.0027,11,0.0016,247,0.0354,390,1403,5574,1238,177,573,2203,1407,760,675,0.2174,422,0.1359,1015,0.3269,636,0.2048,522,0.1681,7027
110000332220,3,41.965472,-78.633108,14158,28.4307,0.1669,497.97,651,5659,6295,257,5352,13636,0.9631,165,0.0117,181,0.0128,122,0.0086,54,0.0038,181,0.0128,841,2986,11172,2236,281,768,4636,2016,1685,1005,0.1776,912,0.1612,2044,0.3612,1111,0.1963,921,0.1627,13749
110000332220,1,41.965472,-78.633108,4240,3.0894,0.0559,1372.3,176,1773,2009,68,1547,4103,0.9677,24,0.0057,62,0.0146,37,0.0087,17,0.0040,59,0.0139,255,966,3273,737,95,196,1399,669,541,320,0.1805,285,0.1607,586,0.3305,333,0.1878,332,0.1873,4275
110000332220,5,41.965472,-78.633108,17721,77.65,0.2799,228.22,716,7136,7903,271,6333,17144,0.9674,171,0.0096,193,0.0109,135,0.0076,62,0.0035,209,0.0118,997,3704,14017,2927,326,904,5869,2531,2179,1116,0.1564,1106,0.1550,2485,0.3482,1464,0.2052,1231,0.1725,17195
110000335940,3,40.20234,-75.08443,77521,28.1551,0.0875,2753.35,9280,30631,32305,536,12348,70149,0.9049,2094,0.0270,4069,0.0525,2167,0.0280,138,0.0018,2974,0.0384,4048,16027,61493,15464,1135,3480,19425,14248,16530,1899,0.0620,2503,0.0817,6665,0.2176,5878,0.1919,12945,0.4226,76109
110000335940,1,40.20234,-75.08443,9181,3.1079,0.0014,2954.04,2021,3622,3789,95,2319,7587,0.8264,371,0.0404,1210,0.1318,276,0.0301,29,0.0032,918,0.1000,551,1912,7269,2094,294,535,2519,1564,1404,278,0.0768,357,0.0986,988,0.2728,721,0.1991,1127,0.3112,8973
110000336440,1,39.829311,-75.401169,10485,2.7393,0.3725,3827.55,7122,3704,4476,373,5731,3626,0.3458,6091,0.5809,882,0.0841,69,0.0066,47,0.0045,652,0.0622,888,3175,7310,945,268,957,3805,1291,595,1074,0.2900,580,0.1566,1278,0.3450,565,0.1525,653,0.1763,11175
110000336440,5,39.829311,-75.401169,150716,65.332,13.1876,2306.92,53517,57344,62221,2672,42285,99873,0.6627,41154,0.2731,6717,0.0446,3734,0.0248,367,0.0024,5587,0.0371,9862,35903,114813,20372,3621,8359,38325,23347,24499,7622,0.1329,5375,0.0937,13348,0.2328,10484,0.1828,20062,0.3499,146342
110000336440,3,39.829311,-75.401169,63081,21.7879,6.4943,2895.25,30768,23474,26087,1568,24312,33350,0.5287,26238,0.4159,3231,0.0512,580,0.0092,177,0.0028,2736,0.0434,4588,16375,46706,8023,2075,4774,19067,9631,5962,4515,0.1923,2835,0.1208,6072,0.2587,4248,0.1810,6252,0.2663,62487
110000336994,1,39.91354,-75.19889,5125,2.9025,0.2256,1765.72,2953,2234,2526,259,3585,2238,0.4367,2311,0.4509,216,0.0421,361,0.0704,16,0.0031,199,0.0388,394,1285,3840,670,382,645,1246,664,735,772,0.3456,382,0.1710,478,0.2140,291,0.1303,300,0.1343,5844
110000336994,5,39.91354,-75.19889,665786,68.328,10.182,9743.98,428791,273552,310754,18497,295561,251260,0.3774,323376,0.4857,40399,0.0607,54106,0.0813,2058,0.0031,34987,0.0525,42529,139266,526520,76253,24332,54431,135438,87039,112303,61215,0.2238,34007,0.1243,65511,0.2395,41532,0.1518,57326,0.2096,626658
110000336994,3,39.91354,-75.19889,297497,24.9259,3.3477,11935.29,179372,121903,137333,7906,133566,124528,0.4186,122878,0.4130,17182,0.0578,33860,0.1138,842,0.0028,15389,0.0517,18673,59260,238237,32803,12113,25775,58972,35394,53578,26040,0.2136,16370,0.1343,30192,0.2477,18128,0.1487,25075,0.2057,282863
110000340587,3,39.370313,-77.030172,10934,27.885,0.2625,392.11,1017,3762,3870,70,1020,10126,0.9261,276,0.0252,301,0.0275,229,0.0209,27,0.0025,276,0.0252,551,2914,8020,1191,242,473,2064,1962,2587,120,0.0319,218,0.0579,580,0.1542,454,0.1207,2369,0.6297,10683
110000340587,5,39.370313,-77.030172,33890,77.9027,0.7706,435.03,4101,11384,11778,105,2694,30443,0.8983,1667,0.0492,946,0.0279,904,0.0267,77,0.0023,799,0.0236,1669,8959,24931,3719,570,1244,5547,5940,9080,383,0.0336,512,0.0450,1457,0.1280,1333,0.1171,7681,0.6747,33185
110000340587,1,39.370313,-77.030172,527,3.1963,0.0087,164.72,42,183,192,0,40,493,0.9355,13,0.0247,15,0.0285,5,0.0095,1,0.0019,15,0.0285,20,115,412,75,7,21,106,98,62,1,0.0055,15,0.0820,27,0.1475,26,0.1421,99,0.5410,396
110000358069,3,32.588947,-82.331677,9140,27.4761,0.7118,332.63,5222,3418,3870,55,5343,4030,0.4409,4581,0.5012,442,0.0484,108,0.0118,33,0.0036,388,0.0425,752,2517,6622,1334,617,1076,2205,1352,484,770,0.2253,788,0.2305,1016,0.2972,418,0.1223,401,0.1173,8920
110000358069,5,32.588947,-82.331677,10700,77.5619,1.2849,137.96,5548,3997,4518,62,6098,5285,0.4939,4836,0.4520,486,0.0454,109,0.0102,38,0.0036,433,0.0405,862,2913,7788,1506,673,1249,2571,1589,586,849,0.2124,898,0.2247,1202,0.3007,495,0.1238,485,0.1213,10342
110000358069,1,32.588947,-82.331677,2752,3.1158,0.0497,883.35,1736,1120,1285,24,1798,1051,0.3819,1528,0.5552,149,0.0541,39,0.0142,9,0.0033,125,0.0454,229,772,1980,427,225,376,773,456,105,308,0.2750,308,0.2750,305,0.2723,137,0.1223,98,0.0875,2933
110000364178,3,28.011968,-82.13995,38467,27.3933,0.8615,1404.24,17096,13863,15771,231,16630,27514,0.7153,5162,0.1342,10979,0.2854,492,0.0128,222,0.0058,5078,0.1320,2971,10335,28131,5446,2745,3235,8386,6303,3808,1642,0.1184,1949,0.1406,4073,0.2938,2778,0.2004,3225,0.2326,38870
110000364178,1,28.011968,-82.13995,7641,3.0316,0.062,2520.45,4740,2718,3179,28,4196,4555,0.5961,1583,0.2072,3036,0.3973,57,0.0075,57,0.0075,1389,0.1818,667,2217,5424,804,455,591,1685,1223,428,426,0.1567,571,0.2101,892,0.3282,365,0.1343,451,0.1659,7464
110000364178,5,28.011968,-82.13995,66274,75.8501,2.131,873.75,28226,22468,25273,312,26747,49763,0.7509,6012,0.0907,20595,0.3108,888,0.0134,358,0.0054,9253,0.1396,5215,18136,48138,8625,4477,5452,14305,10154,5913,2482,0.1105,3076,0.1369,6480,0.2884,4459,0.1985,5508,0.2451,63822
110000367102,5,33.2003,-87.607,74710,76.6402,2.287,974.81,34423,29572,33426,926,33545,41244,0.5521,30122,0.4032,2300,0.0308,1343,0.0180,185,0.0025,1816,0.0243,3631,12270,62440,8202,2127,5023,11035,9283,10141,8206,0.2775,4080,0.1380,6315,0.2135,3547,0.1199,4277,0.1446,63954
110000367102,3,33.2003,-87.607,23329,27.5759,0.6815,845.98,17377,9118,10164,280,12391,6235,0.2673,16315,0.6993,773,0.0331,150,0.0064,53,0.0023,575,0.0246,1516,5102,18227,2968,1067,2621,4915,3150,2228,2826,0.3099,1533,0.1681,2250,0.2468,1097,0.1203,935,0.1025,21472
110000367102,1,33.2003,-87.607,1711,3.0164,0.1344,567.12,1659,635,669,54,1202,53,0.0310,1648,0.9632,3,0.0018,0,0.0000,3,0.0018,7,0.0041,164,554,1157,214,93,322,324,181,82,267,0.4205,98,0.1543,188,0.2961,56,0.0882,18,0.0283,1780
110000367175,3,33.24862,-87.47736,14876,25.991,1.866,572.36,6363,5381,5902,104,5747,8804,0.5918,5080,0.3415,771,0.0518,316,0.0212,46,0.0031,630,0.0424,1036,4034,10843,1461,460,865,2564,1799,3307,975,0.1812,567,0.1054,1077,0.2001,894,0.1661,1666,0.3096,14627
110000367175,1,33.24862,-87.47736,1221,2.8838,0.2092,423.47,639,448,512,16,634,609,0.4988,527,0.4316,78,0.0639,22,0.0180,8,0.0066,55,0.0450,93,335,887,122,59,101,293,126,188,156,0.3482,44,0.0982,99,0.2210,97,0.2165,81,0.1808,1303
110000369501,1,30.76205,-88.05288,16,2.2187,0.8806,7.21,7,5,8,0,8,10,0.6250,7,0.4375,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,7,10,1,1,2,6,3,1,2,0.4000,1,0.2000,2,0.4000,1,0.2000,1,0.2000,17
110000369501,3,30.76205,-88.05288,16458,22.7372,5.7449,723.82,12336,6259,7672,220,10325,4191,0.2546,11911,0.7237,202,0.0123,38,0.0023,75,0.0046,243,0.0148,1395,4561,11896,2200,623,2439,4423,2433,864,2220,0.3547,1147,0.1833,1841,0.2941,831,0.1328,561,0.0896,16493
110000369583,1,30.696723,-88.031636,653,2.0911,1.1292,312.08,295,267,388,0,301,369,0.5651,258,0.3951,21,0.0322,9,0.0138,5,0.0077,11,0.0168,16,32,621,102,20,98,76,127,135,96,0.3596,38,0.1423,61,0.2285,20,0.0749,47,0.1760,536
110000369583,3,30.696723,-88.031636,23440,17.5389,11.2111,1336.43,17154,8870,11069,222,12043,6383,0.2723,16567,0.7068,286,0.0122,106,0.0045,56,0.0024,327,0.0140,1610,5440,18000,3003,1009,2348,4987,3942,3186,2899,0.3268,1438,0.1621,2172,0.2449,995,0.1122,1274,0.1436,22076
110000374087,1,35.085843,-90.083385,1607,2.7665,0.3342,580.83,1604,625,774,14,1101,3,0.0019,1589,0.9888,6,0.0037,0,0.0000,1,0.0006,14,0.0087,107,381,1226,272,152,234,334,151,80,272,0.4352,141,0.2256,98,0.1568,31,0.0496,19,0.0304,1355
110000374087,3,35.085843,-90.083385,28159,26.1733,2.5371,1075.86,27908,10415,12829,797,21111,279,0.0099,27496,0.9765,220,0.0078,20,0.0007,64,0.0023,300,0.0107,1919,7431,20728,4494,1809,4535,6767,4073,1235,3658,0.3512,2360,0.2266,2936,0.2819,932,0.0895,632,0.0607,29654
110000376575,1,32.388612,-90.905524,1,2.8561,0.3894,0.25,0,0,1,0,0,1,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0,1,0,0,0,0,0,0,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1
110000376575,3,32.388612,-90.905524,2161,25.265,2.3527,85.55,1943,851,1046,4,1424,220,0.1018,1917,0.8871,22,0.0102,6,0.0028,1,0.0005,17,0.0079,204,636,1525,233,81,239,318,268,212,336,0.3948,189,0.2221,133,0.1563,33,0.0388,79,0.0928,1987
110000377477,1,30.343733,-88.4938,0,2.6835,0.2987,0,0,0,0,0,0,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
110000377477,5,30.343733,-88.4938,31929,40.2442,37.2955,793.39,18507,12085,14434,497,14844,14451,0.4526,15337,0.4803,2647,0.0829,274,0.0086,88,0.0028,1779,0.0557,2305,7980,23950,4090,1204,2642,7539,6692,3171,2528,0.2092,1718,0.1422,3555,0.2942,2116,0.1751,2207,0.1826,31535
110000377477,3,30.343733,-88.4938,13962,18.2621,8.2201,764.53,6547,5222,6360,238,5766,8151,0.5838,4363,0.3125,1933,0.1384,206,0.0148,34,0.0024,1208,0.0865,1103,3825,10137,1517,499,769,2904,2648,1724,947,0.1813,646,0.1237,1286,0.2463,1166,0.2233,1145,0.2193,13739
110000381113,3,37.0716,-84.6092,17877,28.2383,0.1728,633.07,1431,7562,8543,270,7706,16734,0.9361,480,0.0269,536,0.0300,156,0.0087,32,0.0018,476,0.0266,1151,3800,14077,3281,1477,1328,4136,3482,2041,2044,0.2703,1309,0.1731,2069,0.2736,993,0.1313,1273,0.1683,17038
110000381113,5,37.0716,-84.6092,31415,74.8887,3.9578,419.48,2184,12996,14719,359,13467,29726,0.9462,599,0.0191,906,0.0288,238,0.0076,67,0.0021,784,0.0250,1993,7045,24370,5367,2606,2400,7376,5783,3728,3346,0.2575,2013,0.1549,3619,0.2785,1717,0.1321,2525,0.1943,30411
110000381113,1,37.0716,-84.6092,3054,3.1673,0.0038,964.2,370,1274,1414,53,1626,2765,0.9054,154,0.0504,124,0.0406,24,0.0079,12,0.0039,99,0.0324,241,679,2375,564,397,275,799,458,232,424,0.3328,275,0.2159,288,0.2261,150,0.1177,117,0.0918,2757
110000384361,3,41.679167,-83.449722,23228,21.8972,6.259,1060.78,4545,9218,10265,445,7316,19723,0.8491,2146,0.0924,1879,0.0809,126,0.0054,63,0.0027,1170,0.0504,1552,5513,17715,3424,691,1934,6323,4922,1769,1357,0.1472,1034,0.1122,2514,0.2727,1811,0.1965,2298,0.2493,22255
110000384361,1,41.679167,-83.449722,231,3.0905,0.0042,74.87,23,93,109,6,157,212,0.9177,4,0.0173,13,0.0563,3,0.0130,1,0.0043,13,0.0563,12,63,169,24,8,34,61,44,7,6,0.0645,7,0.0753,37,0.3978,19,0.2043,6,0.0645,248
110000384361,5,41.679167,-83.449722,88504,58.1513,18.1733,1521.96,29267,34650,39971,2705,41967,63703,0.7198,17084,0.1930,9559,0.1080,388,0.0044,366,0.0041,6964,0.0787,7054,23236,65268,10939,2983,8563,23112,16433,5572,9255,0.2671,4765,0.1375,9547,0.2755,5673,0.1637,5741,0.1657,86096
110000385887,3,41.72138,-81.26655,43615,25.1505,2.0013,1734.14,9136,16775,18230,652,14768,36204,0.8301,2910,0.0667,4925,0.1129,330,0.0076,69,0.0016,4103,0.0941,3094,11000,32614,5431,1118,2574,10053,9043,5499,2164,0.1290,1959,0.1168,4663,0.2780,3475,0.2072,4589,0.2736,42744
110000385887,1,41.72138,-81.26655,6790,3.1277,0.0196,2171.08,2493,2429,2686,74,3143,4647,0.6844,998,0.1470,1189,0.1751,63,0.0093,16,0.0024,1067,0.1571,565,1776,5014,622,245,522,1244,1295,428,466,0.1918,325,0.1338,836,0.3442,415,0.1709,373,0.1536,6141
110000395475,1,40.720649,-84.122623,2290,3.0409,0.0748,752.89,910,815,1074,55,1539,1416,0.6183,707,0.3087,72,0.0314,8,0.0035,8,0.0035,151,0.0659,213,738,1552,224,75,239,686,321,101,244,0.2994,138,0.1693,203,0.2491,197,0.2417,71,0.0871,2627
110000395475,3,40.720649,-84.122623,43518,27.7812,0.434,1566.44,12471,17392,20281,591,19765,31602,0.7262,9347,0.2148,1194,0.0274,257,0.0059,129,0.0030,2183,0.0502,3134,11211,32307,6125,867,3817,11891,8049,3490,3724,0.2141,2978,0.1712,4906,0.2821,3129,0.1799,2837,0.1631,43053
110000398338,5,41.663055,-87.479643,134082,50.6055,33.2833,2649.55,102540,46944,53494,1970,68153,63209,0.4714,39710,0.2962,62059,0.4628,565,0.0042,977,0.0073,29621,0.2209,10984,39663,94419,14282,10784,11043,29621,22402,9050,8951,0.1907,6750,0.1438,13136,0.2798,8414,0.1792,9194,0.1959,137901
110000398338,3,41.663055,-87.479643,51815,20.3354,5.3286,2548.02,38911,18982,22254,862,27213,27039,0.5218,13880,0.2679,25086,0.4841,160,0.0031,327,0.0063,10409,0.2009,4470,15173,36642,6037,3921,4513,12009,8152,3063,3890,0.2049,2874,0.1514,5012,0.2640,2926,0.1541,3197,0.1684,52122
110000398338,1,41.663055,-87.479643,2195,3.0032,0.1664,730.75,1265,784,913,6,1481,1622,0.7390,144,0.0656,1102,0.5021,11,0.0050,10,0.0046,407,0.1854,189,637,1558,206,181,221,675,414,116,95,0.1212,159,0.2028,232,0.2959,184,0.2347,260,0.3316,2847
110000401440,1,40.97067,-85.84605,661,2.8498,0.1889,231.91,39,254,299,12,285,630,0.9531,11,0.0166,12,0.0182,0,0.0000,11,0.0166,9,0.0136,45,181,480,99,21,56,207,99,59,26,0.1024,35,0.1378,117,0.4606,51,0.2008,17,0.0669,633
110000401440,3,40.97067,-85.84605,1537,27.8736,0.4403,55.15,83,589,667,25,615,1467,0.9545,11,0.0072,30,0.0195,2,0.0013,21,0.0137,36,0.0234,104,380,1158,251,46,129,492,232,144,63,0.1070,77,0.1307,258,0.4380,129,0.2190,52,0.0883,1467
110000408050,1,43.37888,-84.63412,2068,3.0041,0.0534,688.29,300,801,891,23,1366,1889,0.9134,10,0.0048,230,0.1112,10,0.0048,24,0.0116,135,0.0653,166,576,1492,197,6,100,565,630,216,259,0.3233,137,0.1710,222,0.2772,104,0.1298,98,0.1223,2232
110000408050,3,43.37888,-84.63412,16269,27.5786,0.5853,589.92,2475,5713,6237,301,7344,14521,0.8926,866,0.0532,1260,0.0774,102,0.0063,90,0.0055,691,0.0425,980,3383,12887,2512,320,970,4281,3681,1764,1216,0.2128,1237,0.2165,1485,0.2599,1010,0.1768,930,0.1628,14535
110000414613,3,42.50851,-90.65332,44203,24.1483,3.9193,1830.48,4667,17776,19045,575,14841,40211,0.9097,2114,0.0478,1110,0.0251,593,0.0134,139,0.0031,1146,0.0259,2793,9408,34796,6856,1220,2294,10882,7255,6506,2550,0.1435,2666,0.1500,5742,0.3230,3424,0.1926,3570,0.2008,40398
110000414613,1,42.50851,-90.65332,6515,2.2766,0.8216,2861.64,1598,2817,3182,217,3741,5083,0.7802,890,0.1366,343,0.0526,159,0.0244,38,0.0058,346,0.0531,504,1579,4936,718,263,569,1341,1263,448,809,0.2872,550,0.1952,1021,0.3624,358,0.1271,221,0.0785,6290
110000422962,3,46.6915,-92.072,24745,24.4635,3.8803,1011.52,2340,10542,11162,230,7926,22624,0.9143,370,0.0150,359,0.0145,318,0.0129,633,0.0256,801,0.0324,1609,5266,19479,3291,413,1329,5109,5738,3519,1951,0.1851,1545,0.1466,3240,0.3073,1976,0.1874,2361,0.2240,23188
110000422962,1,46.6915,-92.072,353,3.2183,0.0533,109.56,25,127,130,1,133,329,0.9320,3,0.0085,4,0.0113,5,0.0142,5,0.0142,11,0.0312,39,100,253,64,5,23,71,70,37,23,0.1811,18,0.1417,36,0.2835,26,0.2047,40,0.3150,343
110000424602,1,44.76025,-93.02068,13,2.9573,0.1566,4.4,5,3,3,0,1,8,0.6154,0,0.0000,0,0.0000,5,0.3846,0,0.0000,0,0.0000,2,6,7,0,1,0,1,3,4,0,0.0000,0,0.0000,0,0.0000,1,0.3333,3,1.0000,13
110000424602,3,44.76025,-93.02068,656,24.0755,4.3607,27.24,52,225,241,3,62,614,0.9360,1,0.0015,15,0.0229,27,0.0412,4,0.0061,11,0.0168,35,169,487,80,12,10,103,157,160,9,0.0400,9,0.0400,33,0.1467,46,0.2044,138,0.6133,644
110000424611,5,44.7684,-93.0406,36320,69.2697,8.9473,524.33,5161,12789,13211,309,4470,32029,0.8819,940,0.0259,1598,0.0440,1794,0.0494,110,0.0030,1448,0.0399,2600,10814,25506,2629,250,661,4559,6775,9730,500,0.0391,451,0.0353,2039,0.1594,2240,0.1752,7260,0.5677,35205
110000424611,1,44.7684,-93.0406,2,3.1019,0.0302,0.61,1,1,1,0,0,1,0.5000,0,0.0000,0,0.0000,1,0.5000,0,0.0000,0,0.0000,0,0,2,1,0,0,0,0,1,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2
110000424611,3,44.7684,-93.0406,2116,24.8913,3.3294,85.01,206,724,753,10,204,1946,0.9197,13,0.0061,54,0.0255,102,0.0482,9,0.0043,47,0.0222,125,586,1530,150,17,36,256,384,631,15,0.0207,17,0.0235,78,0.1077,115,0.1588,466,0.6436,2061
110000427119,1,44.46068,-95.78854,4020,3.094,0.0039,1299.31,811,1805,1940,13,1231,3377,0.8400,163,0.0405,393,0.0978,170,0.0423,48,0.0119,262,0.0652,307,836,3184,489,161,134,606,723,685,350,0.1939,134,0.0742,442,0.2449,296,0.1640,410,0.2271,3712
110000427119,3,44.46068,-95.78854,13929,28.2833,0.0078,492.47,2289,5496,5853,146,4173,12119,0.8701,547,0.0393,1064,0.0764,414,0.0297,84,0.0060,764,0.0548,1023,3135,10794,1608,628,360,1906,2452,2539,1150,0.2092,597,0.1086,1376,0.2504,931,0.1694,1555,0.2829,12646
110000428421,3,45.813904,-108.433295,24146,27.1569,0.9523,889.11,3035,9631,9952,258,6769,21784,0.9022,132,0.0055,1195,0.0495,143,0.0059,1057,0.0438,1031,0.0427,1936,6397,17748,2945,413,933,5033,4845,3782,818,0.0849,1193,0.1239,2876,0.2986,1901,0.1974,2408,0.2500,22765
110000428421,1,45.813904,-108.433295,2326,2.7807,0.2586,836.53,373,861,900,6,650,2010,0.8641,12,0.0052,122,0.0525,5,0.0021,170,0.0731,129,0.0555,178,644,1682,290,64,87,534,338,321,68,0.0790,107,0.1243,302,0.3508,138,0.1603,124,0.1440,1863
110000428421,5,45.813904,-108.433295,51199,76.721,1.5355,667.33,7730,20630,21651,602,16490,45076,0.8804,394,0.0077,3029,0.0592,378,0.0074,2877,0.0562,2475,0.0483,3833,12712,38487,5379,967,2086,10301,10757,8683,2680,0.1299,2776,0.1346,5501,0.2667,3566,0.1729,5503,0.2667,48272
110000428500,3,47.523611,-111.294167,46528,27.1482,1.1437,1713.87,6616,20561,21937,554,16639,40751,0.8758,458,0.0098,1634,0.0351,419,0.0090,2713,0.0583,2187,0.0470,3150,10203,36325,7675,864,2330,9429,11224,6504,3650,0.1775,2649,0.1288,6318,0.3073,3670,0.1785,3542,0.1723,44780
110000428500,1,47.523611,-111.294167,7245,2.7603,0.4117,2624.72,905,3147,3364,64,2267,6449,0.8901,53,0.0073,205,0.0283,58,0.0080,395,0.0545,290,0.0400,442,1598,5647,1224,139,330,1531,1534,895,431,0.1370,469,0.1490,909,0.2888,493,0.1567,558,0.1773,6676
110000428500,5,47.523611,-111.294167,65444,76.2366,2.0221,858.43,8978,27719,29685,596,22494,57752,0.8825,874,0.0134,2389,0.0365,677,0.0103,3138,0.0479,3004,0.0459,4573,15041,50404,10318,982,2902,12728,15534,10328,4409,0.1591,3524,0.1271,8244,0.2974,5190,0.1872,5740,0.2071,63389
110000439428,3,38.998676,-87.724781,8804,28.1009,0.152,313.31,1325,3275,3694,73,3573,7601,0.8634,879,0.0998,278,0.0316,67,0.0076,13,0.0015,245,0.0278,433,1662,7143,1419,278,490,2180,2256,865,544,0.1661,617,0.1884,1179,0.3600,527,0.1609,768,0.2345,8869
110000439428,5,38.998676,-87.724781,10361,78.3328,0.215,132.27,1365,3895,4378,77,3923,9119,0.8801,888,0.0857,287,0.0277,73,0.0070,17,0.0016,264,0.0255,507,1988,8373,1655,299,589,2469,2641,1015,571,0.1466,666,0.1710,1359,0.3489,627,0.1610,929,0.2385,10164
110000439428,1,38.998676,-87.724781,2471,3.0858,0.0112,800.63,166,1042,1223,14,1379,2335,0.9450,39,0.0158,63,0.0255,18,0.0073,2,0.0008,77,0.0312,161,619,1852,337,64,177,778,769,204,219,0.2102,198,0.1900,392,0.3762,166,0.1593,173,0.1660,3011
110000446116,5,37.8438,-96.8574,15794,70.5158,7.486,223.97,2232,5783,6413,176,5321,14135,0.8950,811,0.0513,900,0.0570,64,0.0041,183,0.0116,601,0.0381,1050,3589,12205,2182,350,731,3119,3675,2029,858,0.1484,838,0.1449,2001,0.3460,1125,0.1945,1306,0.2258,14703
110000446116,3,37.8438,-96.8574,13198,25.7699,2.2221,512.15,1362,5362,5962,161,4896,12155,0.9210,269,0.0204,607,0.0460,56,0.0042,147,0.0111,572,0.0433,989,3329,9869,1981,285,601,2574,3080,1828,810,0.1511,787,0.1468,1813,0.3381,965,0.1800,1083,0.2020,12939
110000446116,1,37.8438,-96.8574,1653,2.9919,0.0688,552.58,135,663,704,17,462,1548,0.9365,22,0.0133,59,0.0357,10,0.0060,11,0.0067,62,0.0375,112,438,1215,279,36,56,232,325,392,73,0.1101,157,0.2368,161,0.2428,124,0.1870,171,0.2579,1495
